,gender,hit_answered_date,hit_creation_date,household_income,household_size,location_city,location_country,location_region,marital_status,post_to_completion_secs,worker_id,year_of_birth,Age
199,female,08:43.0,04:15.0,"$25,000-$39,999",3,izmir,TR,35,cohabitating,267,92a9b66518e5c73c3565059fb02880c3,1971,45
200,female,35:53.6,34:16.0,"$40,000-$59,999",3,shrewsbury,US,pa,married,97,375aa4df61668bcf7ee347d667d4b7a1,1986,30
201,male,35:41.2,19:17.0,"$60,000-$74,999",4,brampton,CA,on,married,984,9972e8981f3325868591684d651cfc0f,1947,69
202,female,05:12.0,04:14.0,"$25,000-$39,999",2,schenectady,US,ny,married,58,f87594e0754bbcf23f1eabe2c2de19e3,1964,52
203,female,04:56.7,49:14.0,"$60,000-$74,999",3,panama city,US,fl,married,942,daa4ffa975cffd1be2e25875758bdf21,1985,31
204,female,38:55.6,34:14.0,"$15,000-$24,999",3,bogota,CO,dc,cohabitating,281,e0887a90af21f898a9eb19d5d03c9f05,1975,41
205,female,12:20.7,04:12.0,"$75,000-$99,999",4,None,ZZ,None,married,488,d55de41de913d14a6c84ea6eef747f3c,1971,45
206,male,51:31.6,49:14.0,"$10,000-$14,999",3,chennai,IN,tn,single,137,f10f7bf15ee2771756b70d6b4826d351,1990,26
207,female,38:25.5,34:13.0,"$40,000-$59,999",2,detroit,US,mi,cohabitating,252,149966e50be72aba9f88ce9dfeeac6e0,1979,37
208,male,38:02.5,04:14.0,"$25,000-$39,999",2,midland,US,mi,cohabitating,2028,0dd7fd0dc270658412f62552ef1cc935,1971,45
209,female,25:07.5,19:13.0,"$15,000-$24,999",1,millersville,US,pa,divorced,354,7e7bbc4323d702dd2122a723fc7c297b,1958,58
210,female,50:55.5,49:12.0,"$25,000-$39,999",4,smyrna,US,ga,married,103,b5a3b5cc607a78b5bc1293e5f238dfd4,1984,32
211,female,44:32.2,34:13.0,"$40,000-$59,999",1,miami,US,fl,divorced,619,5b5fa78ece88da4a6f02f80d8d35e3de,1973,43
212,male,22:03.0,19:16.0,"$15,000-$24,999",3,visakhapatnam,IN,ap,single,167,13f51564f71ca27dde5e5dbf17a469c2,1991,25
213,female,05:17.9,04:16.0,"Less than $10,000",1,espoo,FI,es,single,61,c4b426d04a1f3750f96e8a3690cdc3ed,1988,28
214,male,49:53.7,49:15.0,"$40,000-$59,999",4,broward county,US,fl,single,38,cb42413c0dc33796ef9f79d7617bfc84,1991,25
215,female,38:16.1,34:15.0,"$40,000-$59,999",4,fort wayne,US,in,married,241,79d153106f3767fec7549a45dd188f57,1983,33
216,male,20:16.9,19:14.0,"$40,000-$59,999",5+,medford,US,or,married,62,6eb9684a77f824467a297d7de2cc539b,1975,41
217,female,07:25.2,04:13.0,"$15,000-$24,999",4,rock hill,US,sc,single,192,dc9ea8909613c1161984e7008a72c8fc,1971,45
218,male,55:00.9,49:14.0,"$40,000-$59,999",4,pensacola,US,fl,single,346,9b83cd065adcdc14ea4cc8013d612358,1995,21
219,male,36:25.7,34:12.0,"$25,000-$39,999",2,piscataway township,US,nj,married,133,d7eeaee39a67f5a5d426dd03b41712e3,1989,27
220,male,23:18.3,19:14.0,"Less than $10,000",2,rochester,US,ny,cohabitating,244,e4fc223a8e35551e49593cdd5cf9a0b5,1994,22
221,female,08:17.6,04:15.0,"$15,000-$24,999",4,hillsdale,US,mi,cohabitating,242,1eece3217e29e8b2d35e22353507bada,1984,32
222,male,50:50.3,49:15.0,"$15,000-$24,999",4,belo horizonte,BR,mg,single,95,224a6852751e24482495ca91120a4a03,1989,27
223,male,35:32.0,34:15.0,"$25,000-$39,999",2,kissimmee,US,fl,single,77,1d0ae10fc5adabf45bfdbde3fe8dfe54,1987,29
224,male,32:23.6,19:40.0,"$10,000-$14,999",5+,?,IN,?,married,763,e3e0d8d533cfdcd0fb38d6c0fb07964a,1985,31
225,male,20:19.2,04:14.0,"$75,000-$99,999",2,virginia beach,US,va,married,965,b6c9daee299faec85f4e8d2706106a4e,1990,26
226,male,55:36.1,49:15.0,"$15,000-$24,999",4,chennai,IN,tn,single,381,947cd329e585f933fb74cd468a3a5165,1990,26
227,male,36:01.4,34:24.0,"Less than $10,000",2,baguio,PH,ben,single,97,8c4f8c21aeddff5e706d66126195d973,1982,34
228,male,34:02.6,19:16.0,"$25,000-$39,999",5+,quezon,PH,man,single,886,a6b8489c751b052c8bdb92b89d1173d4,1997,19
229,female,17:01.2,34:13.0,"$40,000-$59,999",2,staunton,US,va,cohabitating,6168,5b25c1db8dbe55a0aa900ffc9e956d66,1990,26
230,male,13:26.8,,"$25,000-$39,999",2,lake lure,US,nc,married,,e8ac6cabdbc9341501e71cfe960f3c4c,1949,67
231,male,05:48.9,04:13.0,"$10,000-$14,999",3,chennai,IN,tn,married,95,5170926d21b2699436b69458f726295c,1986,30
232,male,53:43.9,49:15.0,"$40,000-$59,999",5+,klang,MY,10,single,268,ad6a2da60ee7f6f4b751b7bdead88f5c,1993,23
233,female,35:19.4,34:16.0,"$15,000-$24,999",2,erie,US,pa,divorced,63,ed24780d95aa737e592a4197d08ca496,1976,40
234,male,26:14.3,19:18.0,"Less than $10,000",1,lagos,NG,la,single,416,5832ee07b862c534711426a6cc625c63,1985,31
235,female,07:53.7,04:13.0,"$40,000-$59,999",5+,columbus,US,oh,divorced,220,b819683248580a261e7ae91f4a5a2a16,1961,55
236,male,04:45.5,49:16.0,"Less than $10,000",5+,chennai,IN,tn,married,929,d679a48ce3894872f8ffe418554ec374,1977,39
237,female,34:19.0,19:16.0,"$75,000-$99,999",3,hyderabad,IN,ap,married,902,fe4d5d91f6e8074911f581c417189052,1988,28
238,female,05:36.4,04:16.0,"$100,000 or more",5+,ann arbor,US,mi,married,80,9331f3bcae99f1ecb225adb7dbecaf52,1970,46
239,male,50:23.9,49:15.0,"Less than $10,000",2,teramo,IT,te,single,68,86866088cb2dea820f06a6de1d67303d,1977,39
240,male,40:42.6,34:16.0,"$60,000-$74,999",4,pune,IN,mh,married,386,572392aa1492df428700c83a9c9d0a96,1952,64
241,female,21:38.4,19:15.0,"$40,000-$59,999",5+,anchorage,US,ak,married,143,29385c5903d7c5cb2a8064d5f3022cdb,1976,40
242,female,15:25.8,04:17.0,"$75,000-$99,999",2,mckeesport,US,pa,married,668,f14929c94bdd4d2d8c381f6352c747a5,1984,32
243,male,53:40.4,49:14.0,"Less than $10,000",3,chennai,IN,tn,married,266,816b1001f98b834c2e5805f122b6fe10,1980,36
244,male,37:25.8,34:16.0,"$100,000 or more",4,coppell,US,tx,single,189,113615aefe35435243a2275de8adaaa1,1992,24
245,female,23:10.1,19:15.0,"$60,000-$74,999",2,madisonville,US,ky,cohabitating,235,31363be31907ac8a0f88631ee4413411,1988,28
246,male,09:14.3,04:16.0,"Less than $10,000",3,?,MK,?,married,298,c604a3855c9733b41f6c820a5c96ad3f,1984,32
247,female,58:33.5,49:13.0,"Less than $10,000",1,st. louis,US,mo,single,4160,8d0ec6735636a9f8e0735c4a5e9603c3,1956,60
248,male,53:17.1,49:15.0,"$25,000-$39,999",2,roanoke,US,va,married,242,a334558e6042fd2ac2d342ef7613c854,1983,33
249,female,36:20.7,,"$25,000-$39,999",3,?,IN,?,married,,8581ee612413ecb338c4d48d540d7efc,1968,48
250,female,36:18.4,34:14.0,"$25,000-$39,999",3,?,IN,?,married,124,8581ee612413ecb338c4d48d540d7efc,1968,48
251,male,21:35.8,19:14.0,"$10,000-$14,999",2,prestonsburg,US,ky,single,141,0340419a8b4c5e4653221bc38a766fc6,1978,38
252,female,05:29.1,04:16.0,"Less than $10,000",3,?,IN,?,married,73,0a8aac8a7e2188a5789afa601f05beef,1989,27
253,female,35:27.5,34:13.0,"$60,000-$74,999",4,jefferson county,US,ky,married,74,fbe2ce443d3ea5e2e55ab00f441188f1,1994,22
254,female,21:19.2,19:12.0,"Less than $10,000",3,chennai,IN,tn,married,3727,8a0f68e5af035289936ba0c255ddacfd,1986,30
255,female,20:27.9,19:16.0,"$75,000-$99,999",4,richmond,US,ca,married,71,39656830df746b971e4512687b7e1c31,1979,37
256,female,10:13.2,04:13.0,"$25,000-$39,999",1,oroville,US,ca,single,3960,aa28464cd6dc5f0e4f6585105a1ab124,1989,27
257,female,05:03.9,04:17.0,"$100,000 or more",4,sandusky,US,oh,single,46,78854d7a762542dd7bc199b81afa80f7,1991,25
258,male,52:54.8,49:13.0,"$40,000-$59,999",2,port st. lucie,US,fl,married,221,303d0ede02f5d0f4d32068ee76f39c62,1976,40
259,female,42:15.7,34:12.0,"$60,000-$74,999",2,denver,US,co,single,483,52db9cc2a086ed7e607fe255a85f4cd3,1984,32
260,male,00:18.1,34:17.0,"Less than $10,000",3,huntington beach,US,ca,single,1561,9d50d9da5a9839fd433cd3b51c419b95,1986,30
261,female,50:41.0,49:15.0,"$60,000-$74,999",1,new york,US,ny,single,85,dae78c719bcad90345a852c927baf778,1987,29
262,male,24:21.3,34:18.0,"Less than $10,000",2,chennai,IN,tn,single,3003,7c80cfffa24b43a36fc8f73f85940709,1994,22
263,male,24:00.3,49:17.0,"$10,000-$14,999",4,mathura,IN,up,married,2083,fda63d3d0973188bceb3356b00721552,1978,38
264,female,21:29.0,19:16.0,"$60,000-$74,999",2,angola,US,in,married,132,16ecb0e2990a86295555dfc24cf8b7fc,1955,61
265,female,20:04.4,04:34.0,"$40,000-$59,999",1,miami,US,fl,single,930,855d2cb3b95189ee0e788564de60cf3e,1987,29
266,male,24:25.6,19:18.0,"Less than $10,000",2,new york,US,ny,single,307,1a6281cbde77508fb29b96792652e0cb,1990,26
267,female,11:21.9,49:21.0,"$40,000-$59,999",2,little rock,US,ar,single,8520,f91494fef787358f3ac137e09b195f74,1991,25
268,male,07:23.0,,"Less than $10,000",5+,kolkata,IN,wb,single,,aa407659c13c870625778f66fcd5f600,1995,21
269,female,07:20.7,49:16.0,"$100,000 or more",3,sand springs,US,ok,married,1084,152ee4b615f36dc173d5ee4499a31e1f,1967,49
270,male,07:19.3,04:13.0,"Less than $10,000",5+,kolkata,IN,wb,single,186,aa407659c13c870625778f66fcd5f600,1995,21
271,male,52:22.5,34:16.0,"$15,000-$24,999",4,visakhapatnam,IN,ap,single,1086,b1ec8251da9bd98e4d8ad07051c84059,1990,26
272,female,20:22.0,19:17.0,"$40,000-$59,999",5+,billerica,US,ma,married,65,6c00f7fe897cd6452b22503ef4075bd6,1973,43
273,female,08:46.8,04:17.0,"$60,000-$74,999",3,la marque,US,tx,married,269,e18663065bdf5e6c2ecc13d047c74876,1987,29
274,female,52:24.3,49:17.0,"$100,000 or more",2,johnson city,US,tn,married,187,a0e03d1d98287be451337851924af9d5,1957,59
275,male,35:19.4,34:16.0,"$40,000-$59,999",3,kirkland,US,wa,married,63,400095ce765e95d2b9cd0869180ee791,1967,49
276,female,25:10.2,19:17.0,"$40,000-$59,999",1,maitland,US,fl,single,353,01adc853a2f3891d623fbd08b61bfb15,1988,28
277,female,06:51.1,04:18.0,"$100,000 or more",3,friendswood,US,tx,married,153,fef59a804abc91ae475e42b070c3eb13,1977,39
278,female,35:03.7,34:20.0,"$75,000-$99,999",2,san diego,US,ca,cohabitating,43,a4e7541138dfc74488ce1db455e26e90,1987,29
279,male,21:43.0,19:21.0,"$10,000-$14,999",3,bangalore,IN,ka,single,142,a8125f03f5281ca15985c1e328804436,1990,26
280,male,18:43.2,04:22.0,"$10,000-$14,999",4,casablanca,MA,8,single,861,4b6459ce62a57b893156562015f5be2c,1995,21
281,female,02:10.9,34:19.0,"$100,000 or more",3,normal,US,il,married,1671,bcd0f2565a78cb4562bec5f2d5eff109,1956,60
282,female,50:53.9,49:16.0,"$10,000-$14,999",3,chennai,IN,tn,married,97,52629358bb4b600cd895af4db743e93a,1984,32
283,female,50:51.8,,"$10,000-$14,999",3,chennai,IN,tn,married,,52629358bb4b600cd895af4db743e93a,1984,32
284,female,50:51.8,,"$10,000-$14,999",3,chennai,IN,tn,married,,52629358bb4b600cd895af4db743e93a,1984,32
285,female,50:50.3,,"$10,000-$14,999",3,chennai,IN,tn,married,,52629358bb4b600cd895af4db743e93a,1984,32
286,female,50:49.5,,"$10,000-$14,999",3,chennai,IN,tn,married,,52629358bb4b600cd895af4db743e93a,1984,32
287,female,22:24.3,19:20.0,"$10,000-$14,999",3,saint ives,GB,eng,single,184,ae7b35c7e70877dc202798d16c91e335,1996,20
288,female,18:11.3,04:21.0,"$40,000-$59,999",1,clayton,US,nc,single,830,48414ac976acdfb966c07a73486417ec,1995,21
289,male,13:07.5,49:22.0,"$100,000 or more",2,fountain hills,US,az,married,1425,26f6dec011f16f8f7a321830cf07709d,1953,63
290,male,46:57.5,34:41.0,"$40,000-$59,999",2,wildwood,US,fl,married,736,8683ffeefdfc0ad803caca6aa32a2389,1954,62
291,male,42:09.5,19:19.0,"Less than $10,000",1,auburn,US,me,single,1370,e5bcec3dac9bc990de242dbb580fe9f5,1988,28
292,male,42:07.5,,"Less than $10,000",1,auburn,US,me,single,,e5bcec3dac9bc990de242dbb580fe9f5,1988,28
293,male,17:32.6,04:18.0,"Less than $10,000",1,?,US,?,single,794,b00161c9e5232f8169632a5009646b9a,1979,37
294,male,50:23.3,49:21.0,"$40,000-$59,999",2,edmonton,CA,ab,married,62,a4ed73d98276ac85c818311b189ba9d3,1982,34
295,male,36:45.3,34:58.0,"$40,000-$59,999",1,st. louis,US,mo,single,107,1c0cd129779adb404d55f839d72a7a67,1980,36
296,male,36:33.0,34:16.0,"$25,000-$39,999",2,rosenberg,US,tx,single,3737,c9f2180e8f88a7ec12c7302cc45ccb1e,1991,25
297,female,33:39.6,,"$40,000-$59,999",3,asheboro,US,nc,married,,69a83124033b3fe002e8447eab7b3e21,1968,48
298,female,33:36.9,19:20.0,"$40,000-$59,999",3,asheboro,US,nc,married,4456,69a83124033b3fe002e8447eab7b3e21,1968,48
299,female,26:00.7,19:47.0,"$75,000-$99,999",4,knoxville,US,tn,married,373,47e0ee62c1b3f23fee7b3e9002422eeb,1986,30
300,female,08:09.2,04:16.0,"$60,000-$74,999",2,oak creek,US,wi,married,233,baab5a3eaf270c165bb8bc591a0ecc7f,1990,26
301,female,52:11.0,49:15.0,"$40,000-$59,999",2,knoxville,US,tn,divorced,176,f76dd00ec70db19821d0646286e7799f,1976,40
302,female,19:11.8,04:17.0,"$60,000-$74,999",3,richmond,US,tx,divorced,894,620e734987a520772aa76e4e4ad347d3,1981,35
303,female,53:18.1,49:18.0,"$75,000-$99,999",3,ottawa,CA,on,single,240,0b6cfe6a6234ea02d20b91d24afeba1c,1973,43
304,male,35:25.3,34:19.0,"$100,000 or more",3,fontana,US,ca,married,66,b4d9e16a12ab7b61439577b30571f2e3,1973,43
305,female,27:40.1,19:19.0,"$10,000-$14,999",1,winchester,US,ky,single,501,6ec4db01da76e641eb9dfbbb05d65493,1952,64
306,male,23:37.9,19:18.0,"$10,000-$14,999",3,?,IN,?,married,3859,546845881422e9deaf976463d20e8f51,1979,37
307,male,23:28.8,04:17.0,"$60,000-$74,999",2,kalamazoo,US,mi,single,1151,737d15c94a4494d084ff771f14a64dfc,1986,30
308,male,53:19.2,49:19.0,"$25,000-$39,999",3,rockford,US,mi,single,240,cc15e2c74af011007361cef2b44fd33f,1971,45
309,female,39:37.5,34:18.0,"$100,000 or more",2,las vegas,US,nv,cohabitating,319,0b8e2afc0c02ac735f09209d94e94b81,1991,25
310,male,12:32.2,04:18.0,"$75,000-$99,999",3,san diego,US,ca,married,4094,e68bede1aa400d549907522428ef4011,1965,51
311,female,05:39.3,04:20.0,"$15,000-$24,999",2,mesa,US,az,single,79,d75340a33eadf5b229ef255d95c1550d,1957,59
312,female,52:04.6,49:18.0,"$60,000-$74,999",2,philadelphia,US,pa,married,166,d7672048aad84595bb9ea805b3bcaa34,1988,28
313,female,37:46.0,34:16.0,"$25,000-$39,999",5+,san diego,US,ca,married,210,87219cf764c1c7fe8b9e541270a3d342,1975,41
314,female,21:18.0,19:20.0,"$25,000-$39,999",2,indianapolis,US,in,cohabitating,118,3cc43e3abdeb7e83dedc43169ec0281d,1984,32
315,female,50:07.4,49:16.0,"$100,000 or more",4,philadelphia,US,pa,single,51,70443c240561ed4c282e5721514e3de4,1988,28
316,male,44:27.2,34:18.0,"$25,000-$39,999",2,glen ellyn,US,il,married,609,7603270e3638a760de9e6dffe5ea3112,1986,30
317,female,24:53.6,04:14.0,"$15,000-$24,999",5+,?,US,?,married,1239,b78528fd27d2e024f168a25ac05a336c,1981,35
318,male,20:09.3,19:14.0,"$10,000-$14,999",2,rio rancho,US,nm,single,55,4f2d1be273fa5fb5e4016128689d1d9c,1980,36
319,male,56:43.5,04:18.0,"$40,000-$59,999",3,mission,US,tx,single,3145,5e1c695f33de46a296445f9615ec28d3,1994,22
320,male,50:14.5,49:17.0,"$100,000 or more",4,ranson,US,wv,married,57,450f66d3ef490952ad3df3093820be4f,1970,46
321,female,42:40.4,34:32.0,"$60,000-$74,999",2,simi valley,US,ca,engaged,488,b188b859b75b5085360912e2abd157ba,1987,29
322,female,20:40.0,19:18.0,"Less than $10,000",2,bangalore,IN,ka,married,82,a35597e4ed1b898d00bea5c74086c64c,1987,29
323,male,18:53.3,04:16.0,"$60,000-$74,999",2,chicago,US,il,cohabitating,4477,dae3d7f492e8d2c5a6933ebc612fd4d3,1981,35
324,female,53:37.8,49:17.0,"$10,000-$14,999",2,dalton,US,ga,single,260,8c6ad3c5bd14a9a4d41072d1b60023af,1962,54
325,female,35:44.7,34:55.0,"$75,000-$99,999",2,mountain top,US,pa,married,49,7f5e41c08aadd968262fcaa3e7da345c,1976,40
326,female,22:59.8,19:15.0,"$25,000-$39,999",2,valdosta,US,ga,married,224,345d663c4523b83af84eea38f996e283,1985,31
327,female,50:17.0,49:16.0,"$15,000-$24,999",1,providence,US,ri,single,60,82cf8fe850f3fd9730bb3ba0aa32e992,1980,36
328,female,35:12.4,34:16.0,"$10,000-$14,999",2,mount airy,US,nc,single,56,4627e3cfe1ba153c1702cf99c0f9f87c,1980,36
329,male,19:57.1,19:17.0,"$15,000-$24,999",4,coimbatore,IN,tn,single,40,7fd2a8b8fffd10ab76217308a67a584d,1987,29
330,female,19:35.5,04:16.0,"$40,000-$59,999",2,arlington,US,tx,cohabitating,4519,ebbaf48a4c05dd1fb4bd5b009efe7f85,1986,30
331,female,05:10.3,04:19.0,"$15,000-$24,999",3,north wilkesboro,US,nc,cohabitating,51,2966a4aa5905fd7c9ee65be561f9f510,1989,27
332,male,54:22.3,49:17.0,"$40,000-$59,999",4,dallas,US,tx,married,305,d1943c6d5be6376e7eee86e6bb1fe5b1,1969,47
333,female,50:35.1,34:19.0,"$25,000-$39,999",2,charleston,US,wv,married,4576,735ff8993639faec759a9c54e3ea377f,1961,55
334,male,48:45.4,34:16.0,"$40,000-$59,999",3,patna,IN,br,married,869,8a60ad21bf224b836bbc76515ccfcc3f,1955,61
335,female,28:14.8,19:15.0,"$40,000-$59,999",3,petoskey,US,mi,married,539,99a49438d571f18565dc28da64b47826,1985,31
336,female,12:39.2,04:18.0,"$40,000-$59,999",1,pocklington,GB,eng,single,4101,e0139a7f0e2d43ef45ad4e45937cacc1,1973,43
337,female,50:43.0,49:15.0,"$40,000-$59,999",2,butler,US,pa,single,88,6debc0eceec45c93a8ad66f0359985d2,1950,66
338,female,20:44.9,19:16.0,"Less than $10,000",2,tulsa,US,ok,married,88,0cbea12789891a17fd01802f005bd6cd,1959,57
339,male,49:59.6,49:18.0,"$75,000-$99,999",4,thunder bay,CA,on,married,41,1a345944e65685a4f2b55d1492eddba4,1975,41
340,female,40:58.5,34:19.0,"Less than $10,000",2,thiruvananthapuram,IN,kl,divorced,399,0ad91af59ee42515fc182e6b5074690b,1987,29
341,female,26:20.0,19:17.0,"$40,000-$59,999",3,manchester,US,nh,cohabitating,7623,01335518b2ab9c83e0fd5a0c807bcf88,1969,47
342,male,21:12.8,19:15.0,"$100,000 or more",3,northampton,GB,eng,single,117,5b0ac1855711789e56dc54e18598fb46,1977,39
343,male,21:01.4,04:20.0,"$100,000 or more",3,stuttgart,DE,bw,married,1001,a14301a628ff22093311bd67a3b4377e,1980,36
344,male,51:56.9,49:19.0,"$15,000-$24,999",2,hendersonville,US,tn,single,157,fb3b2d9821f47fe63a8723dffb173a0b,1994,22
345,male,36:16.1,34:19.0,"$60,000-$74,999",3,st. louis,US,mo,single,117,4586f235eb593d1988aa4afb98d147be,1997,19
346,female,35:37.5,19:11.0,"$15,000-$24,999",2,new milford,US,ct,single,986,cedf3130e1f5a412b3f486c615d7748f,1987,29
347,male,25:00.9,49:18.0,"Less than $10,000",3,new delhi,IN,dl,single,2142,537466ce671cbeb3dc2a2577477efc25,1989,27
348,male,18:01.7,04:18.0,"$10,000-$14,999",5+,bangalore,IN,ka,single,823,4676347fb7422e7a0f5f4a1a53b22bc1,1988,28
349,female,35:19.8,34:17.0,"$25,000-$39,999",2,osceola,US,wi,single,62,ea193200295ef9f233559c39d26969bd,1984,32
350,female,06:08.4,04:20.0,"$25,000-$39,999",3,nashville,US,tn,married,108,415c0f72d5f700608a3bb7112256dfae,1970,46
351,male,50:41.8,49:16.0,"$60,000-$74,999",2,louisville,US,ky,single,85,b01747fa305cae60a6a8fa3b780acae3,1979,37
352,male,36:55.9,34:15.0,"Less than $10,000",2,muntinlupa,PH,man,cohabitating,160,713eea46574d6ec88d04a79bb2a6597b,1984,32
353,male,22:34.2,19:22.0,"$15,000-$24,999",3,?,BG,?,single,192,d084988a7a94e7d17f1333d52b6bd2d6,1994,22
354,male,05:48.8,04:19.0,"$25,000-$39,999",2,north augusta,US,sc,single,89,35dbdee18ae2ce963a9e13ab6cd17890,1993,23
355,male,50:14.4,49:19.0,"$10,000-$14,999",4,colombo,LK,?,single,55,5f976f4f0b50eba1ad5cf7a09c5480c5,1985,31
356,male,42:16.7,34:12.0,"$60,000-$74,999",1,alabaster,US,al,single,484,7f680de95d10363adbf325912c66b8c1,1982,34
357,female,20:04.4,19:16.0,"$10,000-$14,999",3,coimbatore,IN,tn,married,48,de46c6551d0c934d3aab425ccd7ae7a4,1977,39
358,male,05:06.7,04:18.0,"$25,000-$39,999",2,lake worth,US,fl,cohabitating,48,7c75b50d40efaf9fe739e18b6af3dfd5,1993,23
359,female,49:47.0,49:16.0,"$40,000-$59,999",3,phoenix,US,az,cohabitating,31,71773e1ff9b82b77b2833a6b637303a5,1982,34
360,female,40:25.6,34:12.0,"$10,000-$14,999",2,pune,IN,mh,married,373,149c472239bb1b7469d0753e3758f9ed,1962,54
361,male,20:05.6,19:14.0,"$100,000 or more",3,prior lake,US,mn,single,51,2322b3dbbf73f1d38c55cb141ada5af2,1998,18
362,female,08:48.8,04:15.0,"$60,000-$74,999",4,fishers,US,in,married,273,cfd1d609ea77e9eec247b14b4ace153d,1979,37
363,female,49:47.8,49:15.0,"$25,000-$39,999",1,birmingham,US,al,divorced,32,541551c2e58e5e95ed419eac993e3892,1946,70
364,male,34:54.5,34:16.0,"$100,000 or more",3,greenville,US,nc,single,38,682873a70ded797ff47c0860ce793f68,1992,24
365,female,27:47.4,19:13.0,"$25,000-$39,999",3,okeechobee,US,fl,married,514,4438dce317fdc0d14ecf972a3b071b94,1990,26
366,female,06:18.7,04:28.0,"$40,000-$59,999",5+,elmhurst,US,il,single,110,b3426f1e6edfbb28ec73811c38c3678d,1994,22
367,female,50:06.2,49:12.0,"$25,000-$39,999",2,waterloo,CA,on,single,54,1dec171aea36eabebca31241215d32ee,1987,29
368,male,34:51.0,34:13.0,"$100,000 or more",3,el dorado hills,US,ca,single,38,517145941b39de58f2ce54b1a3233b5c,1988,28
369,male,27:59.6,19:12.0,"$60,000-$74,999",1,washington,US,dc,single,527,42ec8c9caa4cce574f194a49249646dd,1988,28
370,male,13:40.3,04:13.0,"$100,000 or more",2,orlando,US,fl,married,567,f59b9ccc78c4a3096184c91ca8159a06,1968,48
371,female,51:54.1,49:15.0,"$60,000-$74,999",1,st. petersburg,US,fl,single,159,420e113bead8f7763979ab4609f3a7d0,1962,54
372,female,34:48.2,34:12.0,"Less than $10,000",3,syracuse,US,ny,single,36,91af40998d31ce94dd47b5f38f34caca,1998,18
373,male,27:43.6,04:12.0,"Less than $10,000",4,surabaya,ID,ji,single,1411,431192bb5aab1df3c74d71a903e2e616,1991,25
374,male,27:38.9,19:13.0,"$60,000-$74,999",4,coimbatore,IN,tn,married,505,5ea525fc4c8901d872d22052d177f0ff,1989,27
375,male,59:28.8,34:15.0,"$100,000 or more",4,chesapeake,US,va,married,1513,1c8f2fec3d60ec96da31024f48c0db44,1983,33
376,female,50:14.1,49:12.0,"$75,000-$99,999",3,elizabeth,US,pa,married,62,8d37450149a61384924cd4781b60f491,1975,41
377,female,39:33.7,34:14.0,"$15,000-$24,999",1,pittsburgh,US,pa,single,3919,083c5f8d6f2f64da193ccd59c94110bd,1990,26
378,male,26:57.4,19:14.0,"Less than $10,000",4,chennai,IN,tn,single,463,0db3c3b4f0ab3a451b10ca7c97823925,1988,28
379,female,24:47.8,04:11.0,"$40,000-$59,999",5+,longview,US,tx,married,1236,60879a430314807813688a0b5c72a886,1992,24
380,female,50:54.2,49:13.0,"$25,000-$39,999",1,winston-salem,US,nc,divorced,101,b3c6aa905db11572aa82859aa1a9a6c9,1970,46
381,male,20:03.0,04:15.0,"$100,000 or more",4,huntington station,US,ny,married,947,87de76800bf7e2c1cbf790330acdc74c,1965,51
382,female,20:02.3,19:15.0,"$60,000-$74,999",2,estero,US,fl,married,47,cda07cb0830710a90f9378c7fa49c93d,1965,51
383,female,50:23.7,49:12.0,"$100,000 or more",2,hudson,US,oh,married,71,ee47f2db735b2cfee83081e8c4b94b27,1976,40
384,female,36:27.4,34:12.0,"$60,000-$74,999",5+,west bend,US,wi,cohabitating,135,f2388b48f8c7745aa567dc181c4a0a37,1983,33
385,male,22:45.3,19:15.0,"$60,000-$74,999",1,houston,US,tx,single,210,e9bfc7b8fef30b7e356b898344dec7aa,1990,26
386,female,15:42.3,04:12.0,"Less than $10,000",5+,cincinnati,US,oh,single,4290,31fa207e89339104c7e23b1bbc6f436c,1995,21
387,female,08:03.6,04:12.0,"$60,000-$74,999",2,gunnison,US,co,married,231,d0b639731482309d7a085c46c0fbcf56,1982,34
388,male,49:41.2,49:16.0,"$15,000-$24,999",3,bogota,CO,dc,single,25,d6543d0dfa3350be7ccb5301d9983080,1993,23
389,female,39:40.0,34:14.0,"$100,000 or more",4,kitchener,CA,on,single,325,1bbd999a35b076c812756b8c1150f414,1996,20
